代碼,性質名稱,英文名稱,使用性質類別,類別名稱,檔級,應用特約條款,附加條款,理賠分類,再保等級,"特一
再保小類(1)","二等
再保小類(2)","頭等
再保小類(3)","特二
再保小類(4)","三等
再保小類(5)","三等
再保小類(6)",危險等級(爆炸險等級),生效起期,排序,報價常用註記,使用性質業務類別,使用性質業務類別_簽核,業務類別,使用性質第二層類別,使用性質第二層類別名稱,營業否,耐用年度類別,新使用性質代碼,新使用性質名稱,查勘分類,費率分類,常用語,常用出單代號註記,商火外部通路使用註記,SC外部通路使用註記,SC新件註記,SC續保註記
C1505A6,輪胎翻修店,,C,,46,"A1,A2,B2",SA1,C,45,5A,5A,5B,5C,5C,5C,A,01/01/2002,2287,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,,C,,46,"A1,A2,B2",SA1,C,45,5A,5A,5B,5C,5C,5C,A,01/01/2003,3166,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,,C,,46,"A1,A2,B2",SA1,C,45,5A,5A,5B,5C,5C,5C,A,01/01/2004,5815,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,51,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,01/01/2008,6932,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,39,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,03/01/2009,7284,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,30,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,11/06/2009,7905,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,24,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,11/01/2010,8531,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,24,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,11/01/2012,9212,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,21,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,04/01/2014,9911,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,22,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,06/01/2015,10593,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,34,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,06/01/2017,11274,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,1,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,17,"A1,A2,B2",SA1,C,17,2A,2A,2B,2C,2C,2C,A,01/01/1998,748,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,,C,,17,"A1,A2,B2",SA1,C,17,2A,2A,2B,2C,2C,2C,A,01/01/1999,4937,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,,C,,17,"A1,A2,B2",SA1,C,17,2A,2A,2B,2C,2C,2C,A,01/01/2000,4053,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,,C,,17,"A1,A2,B2",SA1,C,17,2AA,2AA,2AB,2AC,2AD,2AD,A,01/01/2001,1393,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,,C,,17,"A1,A2,B2",SA1,C,17,2A,2A,2B,2C,2C,2C,A,01/01/2002,2288,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,,C,,17,"A1,A2,B2",SA1,C,17,2A,2A,2B,2C,2C,2C,A,01/01/2003,3167,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,,C,,17,"A1,A2,B2",SA1,C,17,2A,2A,2B,2C,2C,2C,A,01/01/2004,5816,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,21,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,01/01/2008,6933,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,15,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,03/01/2009,7285,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,10,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,11/06/2009,7906,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,35,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,11/01/2010,8532,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,33,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,11/01/2012,9213,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,27,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2014,9912,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,30,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,06/01/2015,10594,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,14,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,06/01/2017,11275,Y,B,,Y,C7,行號商店及其堆棧(其他),N,1,,,,,,N,,,,
C1506B1,影印、曬圖店、電,XEROX STORE,C,行號商店及其附有堆棧,17,A-1.2. B-2.,SA-1.,C,17,2A,2A,2B,2C,2C,2C,,01/01/1998,749,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506B1,影印、曬圖店、電,,C,,17,A-1.2. B-2.,SA-1.,C,17,2A,2A,2B,2C,2C,2C,,01/01/1999,4938,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506B1,影印、曬圖店、電,,C,,17,A-1.2. B-2.,SA-1.,C,17,2A,2A,2B,2C,2C,2C,,01/01/2000,4054,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506B1,影印、曬圖店、電,,C,,17,A-1.2. B-2.,SA-1.,C,17,2AA,2AA,2AB,2AC,2AD,2AD,,01/01/2001,1394,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506B1,影印、曬圖店、電,,C,,17,A-1.2. B-2.,SA-1.,C,17,2A,2A,2B,2C,2C,2C,,01/01/2002,2289,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506B1,影印、曬圖店、電,,C,,17,A-1.2. B-2.,SA-1.,C,17,2A,2A,2B,2C,2C,2C,,01/01/2003,3168,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506B1,影印、曬圖店、電,,C,,17,A-1.2. B-2.,SA-1.,C,17,2A,2A,2B,2C,2C,2C,,01/01/2004,5817,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,XEROX STORE,C,行號商店及其附有堆棧,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,01/01/1998,750,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,,C,,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,01/01/1999,4939,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,,C,,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,01/01/2000,4055,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,,C,,22,A-1.2. B-2.,SA-1.,C,22,2BA,2BA,2BB,2BC,2BD,2BD,,01/01/2001,1395,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,,C,,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,01/01/2002,2290,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,,C,,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,01/01/2003,3169,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,,C,,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,01/01/2004,5818,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,XEROX STORE,C,行號商店及其附有堆棧,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,01/01/1998,751,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,,C,,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,01/01/1999,4940,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,,C,,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,01/01/2000,4056,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,,C,,30,A-1.2. B-2.,SA-1.,C,30,2CA,2CA,2CB,2CC,2CD,2CD,,01/01/2001,1396,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,,C,,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,01/01/2002,2291,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,,C,,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,01/01/2003,3170,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,,C,,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,01/01/2004,5819,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,12,"A1,A2,B2",SA1,C,12,1A,1A,1B,1C,1C,1C,A,01/01/1998,752,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,,C,,12,"A1,A2,B2",SA1,C,12,1A,1A,1B,1C,1C,1C,A,01/01/1999,4941,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,,C,,12,"A1,A2,B2",SA1,C,12,1A,1A,1B,1C,1C,1C,A,01/01/2000,4057,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,,C,,12,"A1,A2,B2",SA1,C,12,2AA,2AA,2AB,2AC,2AD,2AD,A,01/01/2001,1397,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,,C,,12,"A1,A2,B2",SA1,C,12,1A,1A,1B,1C,1C,1C,A,01/01/2002,2292,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,,C,,12,"A1,A2,B2",SA1,C,12,1A,1A,1B,1C,1C,1C,A,01/01/2003,3171,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,,C,,12,"A1,A2,B2",SA1,C,12,1A,1A,1B,1C,1C,1C,A,01/01/2004,5820,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,16,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,01/01/2008,6934,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,12,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,03/01/2009,7286,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,8,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,11/06/2009,7907,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,5,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,11/01/2010,8533,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,6,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,11/01/2012,9214,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,6,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,04/01/2014,9913,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,6,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,06/01/2015,10595,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,11,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,06/01/2017,11276,Y,A,,Y,C7,行號商店及其堆棧(其他),N,1,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,31,"A1,A2,B2",SA1,C,30,3A,3A,3B,3C,3C,3C,A,01/01/1998,753,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,,C,,31,"A1,A2,B2",SA1,C,30,3A,3A,3B,3C,3C,3C,A,01/01/1999,4942,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,,C,,31,"A1,A2,B2",SA1,C,30,3A,3A,3B,3C,3C,3C,A,01/01/2000,4058,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,,C,,31,"A1,A2,B2",SA1,C,30,2CA,2CA,2CB,2CC,2CD,2CD,A,01/01/2001,1398,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,,C,,31,"A1,A2,B2",SA1,C,30,3A,3A,3B,3C,3C,3C,A,01/01/2002,2293,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,,C,,31,"A1,A2,B2",SA1,C,30,3A,3A,3B,3C,3C,3C,A,01/01/2003,3172,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,,C,,31,"A1,A2,B2",SA1,C,30,3A,3A,3B,3C,3C,3C,A,01/01/2004,5821,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,37,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,01/01/2008,6935,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,28,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,03/01/2009,7287,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,21,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,11/06/2009,7908,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,16,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,11/01/2010,8534,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,16,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,11/01/2012,9215,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,16,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,04/01/2014,9914,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,17,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,06/01/2015,10596,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1701A8,徽章加工店,PIN IN-PROCESSING STORE,C,行號商店及其附有堆棧,24,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,06/01/2017,11277,Y,C,,Y,C7,行號商店及其堆棧(其他),N,1,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,01/01/1998,754,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),,C,,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,01/01/1999,4943,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),,C,,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,01/01/2000,4059,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),,C,,18,"A1,A2,B2",SA1,C,18,2AA,2AA,2AB,2AC,2AD,2AD,A,01/01/2001,1399,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),,C,,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,01/01/2002,2294,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),,C,,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,01/01/2003,3173,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),,C,,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,01/01/2004,5822,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,25,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,01/01/2008,6936,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,17,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,03/01/2009,7288,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,12,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,11/06/2009,7909,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,8,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,11/01/2010,8535,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,9,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,11/01/2012,9216,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,9,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,04/01/2014,9915,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,9,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,06/01/2015,10597,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1702A5,縫紉機店(含裝配修理),SEWING MACHINE STORE,C,行號商店及其附有堆棧,15,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,06/01/2017,11278,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,1,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,20,"A1,A2,B1","SA1,SA2",C,20,2A,2A,2B,2C,2C,2C,A,01/01/1998,755,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,,C,,20,"A1,A2,B1","SA1,SA2",C,20,2A,2A,2B,2C,2C,2C,A,01/01/1999,4944,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,,C,,20,"A1,A2,B1","SA1,SA2",C,20,2A,2A,2B,2C,2C,2C,A,01/01/2000,4060,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,,C,,20,"A1,A2,B1","SA1,SA2",C,20,2AA,2AA,2AB,2AC,2AD,2AD,A,01/01/2001,1400,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,,C,,20,"A1,A2,B1","SA1,SA2",C,20,2A,2A,2B,2C,2C,2C,A,01/01/2002,2295,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,,C,,20,"A1,A2,B1","SA1,SA2",C,20,2A,2A,2B,2C,2C,2C,A,01/01/2003,3174,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,,C,,20,"A1,A2,B1","SA1,SA2",C,20,2A,2A,2B,2C,2C,2C,A,01/01/2004,5823,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,21,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,01/01/2008,6937,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,15,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,03/01/2009,7289,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,10,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,11/06/2009,7910,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,39,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,11/01/2010,8536,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,37,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,11/01/2012,9217,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,33,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,04/01/2014,9916,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,35,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,06/01/2015,10598,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1703A2,錄音帶ぶ錄影帶、碟影片、唱片租售店,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,14,"A1,A2,B1","SA1,SA2",C,18,2A,2A,2B,2C,2C,2C,A,06/01/2017,11279,Y,B,,Y,C7,行號商店及其堆棧(其他),N,1,,,,,,N,,,,
C1703B1,錄音帶ぶ錄影帶、,TAPE/VIDEO STORE,C,行號商店及其附有堆棧,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,01/01/1998,756,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
